event-id,visible,timestamp,location-long,location-lat,gps:hdop,gps:satellite-count,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18974480423,true,2012-11-06 02:25:11.000,-82.41788,28.062,2.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480424,true,2012-11-06 02:29:08.000,-82.41814,28.06237,3.1,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480425,true,2012-11-06 02:33:10.000,-82.41805,28.06223,2.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480426,true,2012-11-06 02:37:09.000,-82.41798,28.06214,2.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480427,true,2012-11-06 02:41:21.000,-82.41829,28.06215,2.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480428,true,2012-11-06 02:45:08.000,-82.41859,28.06222,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480429,true,2012-11-06 02:49:09.000,-82.41799,28.06195,1.7,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480430,true,2012-11-06 02:53:08.000,-82.41761,28.06148,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480431,true,2012-11-06 02:57:11.000,-82.41795,28.06152,2.5,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480432,true,2012-11-06 03:01:09.000,-82.41811,28.06179,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480433,true,2012-11-06 03:05:11.000,-82.41803,28.06156,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480434,true,2012-11-06 03:09:16.000,-82.41814,28.06143,2.3,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480435,true,2012-11-06 03:13:10.000,-82.41754,28.06194,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480436,true,2012-11-06 03:21:15.000,-82.41799,28.06154,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480437,true,2012-11-06 03:25:10.000,-82.41795,28.06156,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480438,true,2012-11-06 03:29:09.000,-82.418,28.06162,2.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480439,true,2012-11-06 03:33:10.000,-82.41804,28.06124,2.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480440,true,2012-11-06 03:37:13.000,-82.41797,28.06143,4.6,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480441,true,2012-11-06 03:41:09.000,-82.41586,28.06237,2.7,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480442,true,2012-11-06 03:45:10.000,-82.41589,28.06262,2.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480443,true,2012-11-06 03:49:10.000,-82.41624,28.06238,2.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480444,true,2012-11-06 03:53:09.000,-82.41833,28.06233,3.1,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480445,true,2012-11-06 04:01:14.000,-82.41851,28.06217,2.6,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480446,true,2012-11-06 04:05:16.000,-82.4184,28.06197,2.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480447,true,2012-11-06 04:09:11.000,-82.41837,28.06214,3.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480448,true,2012-11-06 04:13:06.000,-82.41835,28.06195,3.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480449,true,2012-11-06 04:17:09.000,-82.41792,28.06199,3.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480450,true,2012-11-06 04:21:11.000,-82.41801,28.06192,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480451,true,2012-11-06 04:25:12.000,-82.41859,28.0621,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480452,true,2012-11-06 04:29:10.000,-82.41831,28.06257,2.5,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480453,true,2012-11-06 04:33:13.000,-82.41881,28.06254,2.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480454,true,2012-11-06 04:41:10.000,-82.41853,28.06221,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480455,true,2012-11-06 04:45:10.000,-82.41863,28.06221,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480456,true,2012-11-06 04:49:09.000,-82.41878,28.06224,2.1,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480457,true,2012-11-06 04:53:11.000,-82.41753,28.062,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480458,true,2012-11-06 04:57:32.000,-82.41777,28.06141,0.9,9,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480459,true,2012-12-05 05:01:08.000,-82.41772,28.06145,1.0,7,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480460,true,2012-12-05 05:05:12.000,-82.41807,28.06168,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480461,true,2012-12-05 05:09:11.000,-82.41826,28.0622,2.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480462,true,2012-12-05 05:13:07.000,-82.41821,28.0622,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480463,true,2012-12-05 05:21:10.000,-82.41874,28.06235,1.4,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480464,true,2012-12-05 05:25:09.000,-82.4188,28.0624,1.4,7,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480465,true,2012-12-05 05:29:06.000,-82.41875,28.0624,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480466,true,2012-12-05 05:33:08.000,-82.41878,28.06241,1.9,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480467,true,2012-12-05 05:37:13.000,-82.41875,28.06228,1.8,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480468,true,2012-12-05 05:41:10.000,-82.41881,28.06239,1.7,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480469,true,2012-12-05 05:45:10.000,-82.41883,28.06236,2.0,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480470,true,2012-12-05 05:49:08.000,-82.41877,28.06253,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480471,true,2012-12-05 05:53:09.000,-82.41866,28.06258,1.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480472,true,2012-12-05 05:57:12.000,-82.41919,28.06232,2.1,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480473,true,2012-12-05 06:01:11.000,-82.41885,28.06279,10.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480474,true,2012-12-05 06:05:07.000,-82.41882,28.06238,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480475,true,2012-12-05 06:09:06.000,-82.41885,28.06234,1.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480476,true,2012-12-05 06:13:10.000,-82.41895,28.0625,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480477,true,2012-12-05 06:17:12.000,-82.41882,28.06226,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480478,true,2012-12-05 06:21:13.000,-82.41879,28.06239,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480479,true,2012-12-05 06:25:08.000,-82.41895,28.06252,1.8,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480480,true,2012-12-05 06:29:12.000,-82.41882,28.06243,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480481,true,2012-12-05 06:33:13.000,-82.4189,28.0624,3.6,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480482,true,2012-12-05 06:37:10.000,-82.41897,28.0624,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480483,true,2012-12-05 06:41:10.000,-82.41875,28.0623,1.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480484,true,2012-12-05 06:45:09.000,-82.41905,28.06236,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480485,true,2012-12-05 06:48:06.000,-82.41869,28.06237,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480486,true,2012-12-05 15:48:32.000,-82.41807,28.06205,1.0,8,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480487,true,2012-12-05 15:52:09.000,-82.41795,28.06189,1.7,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480488,true,2012-12-05 15:56:08.000,-82.41808,28.06212,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480489,true,2012-12-05 16:00:10.000,-82.4185,28.0624,3.3,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480490,true,2012-12-05 16:04:11.000,-82.41833,28.06228,1.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480491,true,2012-12-05 16:12:11.000,-82.41842,28.06201,1.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480492,true,2012-12-05 16:16:08.000,-82.4184,28.06218,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480493,true,2012-12-05 16:20:09.000,-82.41784,28.06244,1.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480494,true,2012-12-05 16:24:07.000,-82.41774,28.06162,1.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480495,true,2012-12-05 16:28:10.000,-82.41824,28.06199,1.2,7,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480496,true,2012-12-05 16:32:14.000,-82.41821,28.06212,1.5,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480497,true,2012-12-05 16:36:09.000,-82.41843,28.06211,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480498,true,2012-12-05 16:40:10.000,-82.41809,28.06209,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480499,true,2012-12-05 16:44:11.000,-82.41833,28.06186,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480500,true,2012-12-05 16:52:09.000,-82.41859,28.06207,2.5,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480501,true,2012-12-05 16:56:12.000,-82.41843,28.06233,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480502,true,2012-12-05 17:00:10.000,-82.41852,28.06215,1.3,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480503,true,2012-12-05 17:04:09.000,-82.41871,28.0621,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480504,true,2012-12-05 17:08:10.000,-82.41858,28.06218,2.8,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480505,true,2012-12-05 17:12:12.000,-82.41834,28.06216,1.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480506,true,2012-12-05 17:16:10.000,-82.41836,28.06213,2.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480507,true,2012-12-05 17:20:17.000,-82.4183,28.06212,1.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480508,true,2012-12-05 17:24:09.000,-82.41843,28.06225,1.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480509,true,2012-12-05 17:32:11.000,-82.41761,28.06245,1.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480510,true,2012-12-05 17:36:32.000,-82.41515,28.06237,1.5,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480511,true,2012-12-05 17:40:12.000,-82.41469,28.06286,1.6,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480512,true,2012-12-05 17:44:10.000,-82.41456,28.06248,1.8,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480513,true,2012-12-05 17:48:14.000,-82.41446,28.06233,1.7,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480514,true,2012-12-05 17:52:13.000,-82.41444,28.06254,1.8,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480515,true,2012-12-05 17:56:08.000,-82.41402,28.06243,1.9,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480516,true,2012-12-05 18:00:10.000,-82.4141,28.06248,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480517,true,2012-12-05 18:04:12.000,-82.41422,28.06252,2.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480518,true,2012-12-05 18:12:11.000,-82.41401,28.06241,2.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480519,true,2012-12-05 18:16:08.000,-82.41416,28.0624,3.5,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480520,true,2012-12-05 18:20:12.000,-82.41415,28.06242,2.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480521,true,2012-12-05 18:24:11.000,-82.41396,28.06228,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480522,true,2012-12-05 18:28:10.000,-82.41389,28.06289,2.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480523,true,2012-12-05 18:32:11.000,-82.41366,28.06241,4.9,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480524,true,2012-12-05 18:36:10.000,-82.4137,28.06237,2.6,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480525,true,2012-12-05 18:40:12.000,-82.41374,28.06251,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480526,true,2012-12-05 18:44:13.000,-82.41346,28.06228,1.9,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480527,true,2012-12-05 18:52:11.000,-82.41376,28.06239,7.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480528,true,2012-12-05 18:56:13.000,-82.4134,28.06244,1.7,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480529,true,2012-12-05 19:00:08.000,-82.41341,28.06233,1.7,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480530,true,2012-12-05 19:04:13.000,-82.41353,28.06244,4.1,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480531,true,2012-12-05 19:08:34.000,-82.41334,28.06246,1.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480532,true,2012-12-05 19:12:10.000,-82.41349,28.06257,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480533,true,2012-12-05 19:16:10.000,-82.41355,28.06312,4.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480534,true,2012-12-05 19:20:09.000,-82.41364,28.0618,4.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480535,true,2012-12-05 19:24:11.000,-82.41351,28.06193,1.7,3,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480536,true,2012-12-05 19:28:10.000,-82.41343,28.06208,3.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480537,true,2012-12-05 19:32:10.000,-82.41315,28.06166,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480538,true,2012-12-05 19:36:12.000,-82.41364,28.06178,4.5,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480539,true,2012-12-05 19:40:23.000,-82.41364,28.06226,4.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480540,true,2012-12-05 19:44:20.000,-82.41371,28.0622,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480541,true,2012-12-05 19:48:10.000,-82.41402,28.06188,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480542,true,2012-12-05 19:52:09.000,-82.41399,28.06235,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480543,true,2012-12-05 19:56:21.000,-82.41399,28.06228,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480544,true,2012-12-05 20:00:24.000,-82.41386,28.06256,1.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480545,true,2012-12-05 20:04:31.000,-82.41418,28.06216,1.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480546,true,2012-12-05 20:08:11.000,-82.41389,28.06293,2.3,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480547,true,2012-12-05 20:12:12.000,-82.41367,28.06318,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480548,true,2012-12-05 20:16:11.000,-82.41387,28.06294,2.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480549,true,2012-12-05 20:20:11.000,-82.41402,28.06317,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480550,true,2012-12-05 20:24:11.000,-82.41384,28.06304,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480551,true,2012-12-05 20:28:09.000,-82.41399,28.0632,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480552,true,2012-12-05 20:32:15.000,-82.41413,28.06324,1.9,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480553,true,2012-12-05 20:36:13.000,-82.41421,28.06324,1.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480554,true,2012-12-05 20:40:11.000,-82.41411,28.06303,2.0,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480555,true,2012-12-05 20:48:08.000,-82.41893,28.06134,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480556,true,2012-12-05 20:52:10.000,-82.4185,28.06142,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480557,true,2012-12-05 20:56:10.000,-82.41859,28.06184,2.2,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480558,true,2012-12-05 21:00:06.000,-82.41854,28.06195,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480559,true,2012-12-05 21:04:32.000,-82.41833,28.06215,1.3,7,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480560,true,2012-12-05 21:08:10.000,-82.41834,28.06204,3.1,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480561,true,2012-12-05 21:12:10.000,-82.41822,28.06236,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480562,true,2012-12-05 21:16:14.000,-82.41842,28.06209,1.9,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480563,true,2012-12-05 21:20:11.000,-82.41846,28.06237,1.9,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480564,true,2012-12-05 21:28:09.000,-82.41862,28.06201,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480565,true,2012-12-05 21:32:11.000,-82.41846,28.06197,2.1,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480566,true,2012-12-05 21:36:11.000,-82.41828,28.06203,2.0,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480567,true,2012-12-05 21:40:09.000,-82.41841,28.0617,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480568,true,2012-12-05 21:44:11.000,-82.41868,28.06154,2.1,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480569,true,2012-12-05 21:48:11.000,-82.41895,28.06178,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480570,true,2012-12-05 21:52:10.000,-82.41869,28.06165,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480571,true,2012-12-05 21:56:12.000,-82.41866,28.06158,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480572,true,2012-12-05 22:00:11.000,-82.4183,28.06158,2.4,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480573,true,2012-12-05 22:04:12.000,-82.41843,28.06177,2.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480574,true,2012-12-05 22:08:14.000,-82.41854,28.06203,2.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480575,true,2012-12-05 22:12:11.000,-82.4183,28.0622,3.4,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480576,true,2012-12-05 22:16:12.000,-82.41863,28.0622,2.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480577,true,2012-12-05 22:20:10.000,-82.41837,28.06211,2.7,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480578,true,2012-12-05 22:24:13.000,-82.41804,28.06199,2.6,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480579,true,2012-12-05 22:28:15.000,-82.41798,28.0619,2.7,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480580,true,2012-12-05 22:32:09.000,-82.41838,28.06215,2.5,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480581,true,2012-12-05 22:36:11.000,-82.41814,28.06196,2.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480582,true,2012-12-05 22:40:11.000,-82.41805,28.06209,3.0,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480583,true,2012-12-05 22:44:11.000,-82.41818,28.0621,2.3,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480584,true,2012-12-05 22:48:09.000,-82.4181,28.06222,2.2,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480585,true,2012-12-05 22:52:26.000,-82.41817,28.06215,1.7,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480586,true,2012-12-05 22:56:14.000,-82.41823,28.06215,1.8,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480587,true,2012-12-05 23:00:12.000,-82.41806,28.06237,1.4,5,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480588,true,2012-12-05 23:04:12.000,-82.41796,28.0616,1.8,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480589,true,2012-12-05 23:08:10.000,,,0.0,0,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480590,true,2012-12-05 23:12:07.000,-82.41821,28.06207,1.0,6,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
18974480591,true,2012-12-05 23:16:11.000,-82.4181,28.06175,2.0,4,"gps","Cairina moschata","gps01","jimmy","Muscovy duck GPS tracking (Downs USF)"
